time_period,time_identifier,geographic_level,country_code,country_name,gender,age_group,characteristic,number,percentage
2018,Reporting year,National,E92000001,England,Female,1 year and under,3. Development assessments: Children looked after age groups,840,33
2018,Reporting year,National,E92000001,England,Female,1 year and under,3.1 Development assessments up to date,730,86
2018,Reporting year,National,E92000001,England,Female,2 years,3. Development assessments: Children looked after age groups,580,23
2018,Reporting year,National,E92000001,England,Female,2 years,3.1 Development assessments up to date,490,85
2018,Reporting year,National,E92000001,England,Female,3 years,3. Development assessments: Children looked after age groups,560,22
2018,Reporting year,National,E92000001,England,Female,3 years,3.1 Development assessments up to date,480,86
2018,Reporting year,National,E92000001,England,Female,4 years,3. Development assessments: Children looked after age groups,570,22
2018,Reporting year,National,E92000001,England,Female,4 years,3.1 Development assessments up to date,470,83
2018,Reporting year,National,E92000001,England,Female,Total 0 to 4 years,3. Development assessments: Children looked after age groups,2540,100
2018,Reporting year,National,E92000001,England,Female,Total 0 to 4 years,3.1 Development assessments up to date,2170,85
2018,Reporting year,National,E92000001,England,Male,1 year and under,3. Development assessments: Children looked after age groups,850,30
2018,Reporting year,National,E92000001,England,Male,1 year and under,3.1 Development assessments up to date,730,85
2018,Reporting year,National,E92000001,England,Male,2 years,3. Development assessments: Children looked after age groups,640,23
2018,Reporting year,National,E92000001,England,Male,2 years,3.1 Development assessments up to date,560,87
2018,Reporting year,National,E92000001,England,Male,3 years,3. Development assessments: Children looked after age groups,650,23
2018,Reporting year,National,E92000001,England,Male,3 years,3.1 Development assessments up to date,540,83
2018,Reporting year,National,E92000001,England,Male,4 years,3. Development assessments: Children looked after age groups,680,24
2018,Reporting year,National,E92000001,England,Male,4 years,3.1 Development assessments up to date,570,84
2018,Reporting year,National,E92000001,England,Male,Total 0 to 4 years,3. Development assessments: Children looked after age groups,2830,100
2018,Reporting year,National,E92000001,England,Male,Total 0 to 4 years,3.1 Development assessments up to date,2400,85
2018,Reporting year,National,E92000001,England,Total,1 year and under,3. Development assessments: Children looked after age groups,1700,32
2018,Reporting year,National,E92000001,England,Total,1 year and under,3.1 Development assessments up to date,1460,86
2018,Reporting year,National,E92000001,England,Total,2 years,3. Development assessments: Children looked after age groups,1220,23
2018,Reporting year,National,E92000001,England,Total,2 years,3.1 Development assessments up to date,1050,86
2018,Reporting year,National,E92000001,England,Total,3 years,3. Development assessments: Children looked after age groups,1200,22
2018,Reporting year,National,E92000001,England,Total,3 years,3.1 Development assessments up to date,1020,85
2018,Reporting year,National,E92000001,England,Total,4 years,3. Development assessments: Children looked after age groups,1250,23
2018,Reporting year,National,E92000001,England,Total,4 years,3.1 Development assessments up to date,1040,84
2018,Reporting year,National,E92000001,England,Total,Total 0 to 4 years,3. Development assessments: Children looked after age groups,5370,100
2018,Reporting year,National,E92000001,England,Total,Total 0 to 4 years,3.1 Development assessments up to date,4570,85
2018,Reporting year,National,E92000001,England,Female,10 to 12 years,1. Convictions: Children looked after age groups,4520,28
2018,Reporting year,National,E92000001,England,Female,10 to 12 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",c,c
2018,Reporting year,National,E92000001,England,Female,13 to 15 years,1. Convictions: Children looked after age groups,5850,37
2018,Reporting year,National,E92000001,England,Female,13 to 15 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",120,2
2018,Reporting year,National,E92000001,England,Female,16 to 17 years,1. Convictions: Children looked after age groups,5520,35
2018,Reporting year,National,E92000001,England,Female,16 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",240,4
2018,Reporting year,National,E92000001,England,Female,Total 10 to 17 years,1. Convictions: Children looked after age groups,15880,100
2018,Reporting year,National,E92000001,England,Female,Total 10 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",360,2
2018,Reporting year,National,E92000001,England,Male,10 to 12 years,1. Convictions: Children looked after age groups,5780,28
2018,Reporting year,National,E92000001,England,Male,10 to 12 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",30,k
2018,Reporting year,National,E92000001,England,Male,13 to 15 years,1. Convictions: Children looked after age groups,7600,36
2018,Reporting year,National,E92000001,England,Male,13 to 15 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",380,5
2018,Reporting year,National,E92000001,England,Male,16 to 17 years,1. Convictions: Children looked after age groups,7470,36
2018,Reporting year,National,E92000001,England,Male,16 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",750,10
2018,Reporting year,National,E92000001,England,Male,Total 10 to 17 years,1. Convictions: Children looked after age groups,20850,100
2018,Reporting year,National,E92000001,England,Male,Total 10 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",1150,6
2018,Reporting year,National,E92000001,England,Total,10 to 12 years,1. Convictions: Children looked after age groups,10300,28
2018,Reporting year,National,E92000001,England,Total,10 to 12 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",30,k
2018,Reporting year,National,E92000001,England,Total,13 to 15 years,1. Convictions: Children looked after age groups,13450,37
2018,Reporting year,National,E92000001,England,Total,13 to 15 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",490,4
2018,Reporting year,National,E92000001,England,Total,16 to 17 years,1. Convictions: Children looked after age groups,12990,35
2018,Reporting year,National,E92000001,England,Total,16 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",990,8
2018,Reporting year,National,E92000001,England,Total,Total 10 to 17 years,1. Convictions: Children looked after age groups,36730,100
2018,Reporting year,National,E92000001,England,Total,Total 10 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",1520,4
2018,Reporting year,National,E92000001,England,Female,10 years,4. SDQ score: Children looked after age groups,1380,8
2018,Reporting year,National,E92000001,England,Female,10 years,4.1 SDQ score was received,1120,81
2018,Reporting year,National,E92000001,England,Female,10 years,4.2 SDQ average score,13.2,z
2018,Reporting year,National,E92000001,England,Female,11 years,4. SDQ score: Children looked after age groups,1550,9
2018,Reporting year,National,E92000001,England,Female,11 years,4.1 SDQ score was received,1220,79
2018,Reporting year,National,E92000001,England,Female,11 years,4.2 SDQ average score,13.2,z
2018,Reporting year,National,E92000001,England,Female,12 years,4. SDQ score: Children looked after age groups,1590,9
2018,Reporting year,National,E92000001,England,Female,12 years,4.1 SDQ score was received,1280,80
2018,Reporting year,National,E92000001,England,Female,12 years,4.2 SDQ average score,13.4,z
2018,Reporting year,National,E92000001,England,Female,13 years,4. SDQ score: Children looked after age groups,1780,10
2018,Reporting year,National,E92000001,England,Female,13 years,4.1 SDQ score was received,1440,81
2018,Reporting year,National,E92000001,England,Female,13 years,4.2 SDQ average score,13.2,z
2018,Reporting year,National,E92000001,England,Female,14 years,4. SDQ score: Children looked after age groups,1870,11
2018,Reporting year,National,E92000001,England,Female,14 years,4.1 SDQ score was received,1470,79
2018,Reporting year,National,E92000001,England,Female,14 years,4.2 SDQ average score,13.9,z
2018,Reporting year,National,E92000001,England,Female,15 years,4. SDQ score: Children looked after age groups,2200,13
2018,Reporting year,National,E92000001,England,Female,15 years,4.1 SDQ score was received,1700,77
2018,Reporting year,National,E92000001,England,Female,15 years,4.2 SDQ average score,14.1,z
2018,Reporting year,National,E92000001,England,Female,16 years,4. SDQ score: Children looked after age groups,2500,14
2018,Reporting year,National,E92000001,England,Female,16 years,4.1 SDQ score was received,1840,74
