time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2022,Reporting year,National,E92000001,England,,,,,,Aged 17 to 18,Local authority in touch with care leaver,11560,94
2022,Reporting year,National,E92000001,England,,,,,,Aged 17 to 18,Local authority not in touch with care leaver,630,5
2022,Reporting year,National,E92000001,England,,,,,,Aged 17 to 18,Total,12350,100
2022,Reporting year,National,E92000001,England,,,,,,Aged 17 to 18,Young person no longer requires services,130,1
2022,Reporting year,National,E92000001,England,,,,,,Aged 17 to 18,Young person refuses contact,40,k
2022,Reporting year,National,E92000001,England,,,,,,Aged 19 to 21,Local authority in touch with care leaver,30940,92
2022,Reporting year,National,E92000001,England,,,,,,Aged 19 to 21,Local authority not in touch with care leaver,1680,5
2022,Reporting year,National,E92000001,England,,,,,,Aged 19 to 21,Total,33590,100
2022,Reporting year,National,E92000001,England,,,,,,Aged 19 to 21,Young person no longer requires services,600,2
2022,Reporting year,National,E92000001,England,,,,,,Aged 19 to 21,Young person refuses contact,370,1
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 17 to 18,Local authority in touch with care leaver,550,93
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 17 to 18,Local authority not in touch with care leaver,30,5
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 17 to 18,Total,590,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 17 to 18,Young person no longer requires services,10,2
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 17 to 18,Young person refuses contact,c,c
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 19 to 21,Local authority in touch with care leaver,1370,92
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 19 to 21,Local authority not in touch with care leaver,60,4
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 19 to 21,Total,1480,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 19 to 21,Young person no longer requires services,40,3
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 19 to 21,Young person refuses contact,10,1
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 17 to 18,Local authority in touch with care leaver,1720,94
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 17 to 18,Local authority not in touch with care leaver,90,5
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 17 to 18,Total,1830,100
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 17 to 18,Young person no longer requires services,10,1
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 17 to 18,Young person refuses contact,10,k
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 19 to 21,Local authority in touch with care leaver,4400,95
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 19 to 21,Local authority not in touch with care leaver,140,3
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 19 to 21,Total,4640,100
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 19 to 21,Young person no longer requires services,50,1
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 19 to 21,Young person refuses contact,50,1
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Aged 17 to 18,Local authority in touch with care leaver,1000,95
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Aged 17 to 18,Local authority not in touch with care leaver,30,3
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Aged 17 to 18,Total,1060,100
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Aged 17 to 18,Young person no longer requires services,20,2
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Aged 17 to 18,Young person refuses contact,c,c
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Aged 19 to 21,Local authority in touch with care leaver,2700,94
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Aged 19 to 21,Local authority not in touch with care leaver,90,3
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Aged 19 to 21,Total,2880,100
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Aged 19 to 21,Young person no longer requires services,60,2
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and the Humber,,,,Aged 19 to 21,Young person refuses contact,30,1
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 17 to 18,Local authority in touch with care leaver,880,98
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 17 to 18,Local authority not in touch with care leaver,10,1
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 17 to 18,Total,910,100
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 17 to 18,Young person no longer requires services,10,1
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 17 to 18,Young person refuses contact,c,c
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 19 to 21,Local authority in touch with care leaver,2240,93
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 19 to 21,Local authority not in touch with care leaver,60,2
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 19 to 21,Total,2420,100
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 19 to 21,Young person no longer requires services,90,4
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 19 to 21,Young person refuses contact,30,1
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 17 to 18,Local authority in touch with care leaver,1320,94
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 17 to 18,Local authority not in touch with care leaver,70,5
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 17 to 18,Total,1400,100
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 17 to 18,Young person no longer requires services,10,k
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 17 to 18,Young person refuses contact,c,c
