time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2022,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Distance not known or not recorded,9320,11
2022,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,41130,48
2022,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,3920,5
2022,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,17900,21
2022,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,13400,16
2022,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Total new placements,85660,100
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Allegation (s47),460,1
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Approval removed,250,k
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Carer requests placement end other than due to childs behaviour,3440,6
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Carer requests placement ends due to childs behaviour,5500,10
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Change in the status of a placement only,9290,17
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Change to/implementation of care plan,19220,35
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Child requests placement to end,2030,4
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Custody arrangement,160,k
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Other,12310,23
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Resignation or closure of provision,400,1
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,920,2
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Standards of care concern,630,1
2022,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Total placements changing,54620,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Location of new placements during the year,Distance not known or not recorded,190,3
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,3710,61
