time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2022,Reporting year,National,E92000001,England,,,,,,Adopted,Adopted - application unopposed,1700,58
2022,Reporting year,National,E92000001,England,,,,,,Adopted,Adopted - consent dispensed with,1250,42
2022,Reporting year,National,E92000001,England,,,,,,Adopted,Total,2950,100
2022,Reporting year,National,E92000001,England,,,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",80,2
2022,Reporting year,National,E92000001,England,,,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",890,23
2022,Reporting year,National,E92000001,England,,,,,,Special guardianship orders,Special guardianship order made to carers other than former foster carers,z,z
2022,Reporting year,National,E92000001,England,,,,,,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",430,11
2022,Reporting year,National,E92000001,England,,,,,,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",2480,64
2022,Reporting year,National,E92000001,England,,,,,,Special guardianship orders,Special guardianship order made to former foster carers,z,z
2022,Reporting year,National,E92000001,England,,,,,,Special guardianship orders,Total,3870,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Adopted,Adopted - application unopposed,190,64
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Adopted,Adopted - consent dispensed with,110,36
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Adopted,Total,290,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",10,2
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",100,20
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Special guardianship orders,Special guardianship order made to carers other than former foster carers,z,z
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",20,5
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Special guardianship orders,"Special guardianship order made to former foster carer, who was/are a relative or friend",350,72
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Special guardianship orders,Special guardianship order made to former foster carers,z,z
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Special guardianship orders,Total,480,100
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Adopted,Adopted - application unopposed,280,59
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Adopted,Adopted - consent dispensed with,190,41
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Adopted,Total,470,100
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, other than relative or friend",20,3
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Special guardianship orders,"Special guardianship order made to carer, other than former foster carer, who was/are a relative or friend",200,26
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Special guardianship orders,Special guardianship order made to carers other than former foster carers,z,z
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Special guardianship orders,"Special guardianship order made to former foster carer, other than relative or friend",100,14
