time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2022,Reporting year,National,E92000001,England,,,,,,Age on ceasing,1 to 4 years,6360,21
2022,Reporting year,National,E92000001,England,,,,,,Age on ceasing,10 to 15 years,4360,14
2022,Reporting year,National,E92000001,England,,,,,,Age on ceasing,16 years,1360,5
2022,Reporting year,National,E92000001,England,,,,,,Age on ceasing,17 years,1580,5
2022,Reporting year,National,E92000001,England,,,,,,Age on ceasing,18 years and over,11160,37
2022,Reporting year,National,E92000001,England,,,,,,Age on ceasing,5 to 9 years,3640,12
2022,Reporting year,National,E92000001,England,,,,,,Age on ceasing,Total,30070,100
2022,Reporting year,National,E92000001,England,,,,,,Age on ceasing,Under 1 year,1610,5
2022,Reporting year,National,E92000001,England,,,,,,Gender,Female,12650,42
2022,Reporting year,National,E92000001,England,,,,,,Gender,Male,17420,58
2022,Reporting year,National,E92000001,England,,,,,,Gender,Total,30070,100
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Accommodation on remand ended,150,k
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Adopted,2950,10
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Age assessment determined child aged 18 or over,190,1
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Aged 18 (or over) and remained with current carers,3970,13
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Care ceased for any other reason,3210,11
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Care taken by another local authority,940,3
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Child moved abroad,70,k
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Died,40,k
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",1920,6
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Moved into independent living (with no formalised support),840,3
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Moved into independent living (with supportive accommodation),3490,12
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Residence order or child arrangement order granted,1180,4
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,1080,4
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,5370,18
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Sentenced to custody,230,1
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Special guardianship orders,3870,13
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Total,30070,100
2022,Reporting year,National,E92000001,England,,,,,,Reason episode ceased,Transferred to residential care funded by adult social services,580,2
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,1 to 4 years,660,29
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,10 to 15 years,380,17
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,16 years,70,3
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,17 years,60,2
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,18 years and over,490,21
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,5 to 9 years,470,20
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,Total,2300,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Age on ceasing,Under 1 year,180,8
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Gender,Female,1070,46
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Gender,Male,1230,54
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Gender,Total,2300,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Accommodation on remand ended,10,k
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Adopted,290,13
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Age assessment determined child aged 18 or over,c,c
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Aged 18 (or over) and remained with current carers,150,7
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Care ceased for any other reason,270,12
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Care taken by another local authority,10,k
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Child moved abroad,0,0
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Died,c,c
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,"Left care to live with parents, relatives or other person with no parental responsibility",180,8
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Moved into independent living (with no formalised support),30,1
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Moved into independent living (with supportive accommodation),130,6
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Residence order or child arrangement order granted,190,8
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was not part of the care planning process,70,3
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Returned home to live with parents or other person with parental responsibility which was part of the care planning process,460,20
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Sentenced to custody,c,c
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Special guardianship orders,480,21
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Total,2300,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason episode ceased,Transferred to residential care funded by adult social services,20,1
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,1 to 4 years,1100,23
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,10 to 15 years,730,16
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,16 years,170,4
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,17 years,210,4
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,18 years and over,1570,33
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,5 to 9 years,680,15
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,Total,4690,100
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Age on ceasing,Under 1 year,240,5
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Gender,Female,2080,44
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Gender,Male,2620,56
