time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2022,Reporting year,National,E92000001,England,Age on starting,1 to 4 years,4760,15
2022,Reporting year,National,E92000001,England,Age on starting,10 to 15 years,8240,27
2022,Reporting year,National,E92000001,England,Age on starting,16 years and over,7900,25
2022,Reporting year,National,E92000001,England,Age on starting,5 to 9 years,4710,15
2022,Reporting year,National,E92000001,England,Age on starting,Total children,31010,100
2022,Reporting year,National,E92000001,England,Age on starting,Under 1 year,5410,17
2022,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,17870,58
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,550,2
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,740,2
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,2330,7
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,3400,11
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,590,2
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,40,k
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,5490,18
2022,Reporting year,National,E92000001,England,Category of need,Total children,31010,100
2022,Reporting year,National,E92000001,England,Ethnicity,1. Total White,18650,60
2022,Reporting year,National,E92000001,England,Ethnicity,1a. White British,16920,55
2022,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,70,k
2022,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,70,k
2022,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,150,k
2022,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,1450,5
2022,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,2890,9
2022,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,850,3
2022,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,400,1
2022,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,540,2
2022,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,1110,4
2022,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,2460,8
2022,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,170,1
2022,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,490,2
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,200,1
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,60,k
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1550,5
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",3140,10
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,470,2
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,2030,7
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,650,2
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,3320,11
2022,Reporting year,National,E92000001,England,Ethnicity,5a. Any other ethnic group,3320,11
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,550,2
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,20,k
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,530,2
