time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2022,Reporting year,National,E92000001,England,,,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",20980,71
2022,Reporting year,National,E92000001,England,,,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,29550,100
2022,Reporting year,National,E92000001,England,,,,,,Children looked after at 31 March,Total children,82170,100
2022,Reporting year,National,E92000001,England,,,,,,Children looked after at 31 March,With 3 or more placements during the year,8030,10
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1500,70
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,2150,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after at 31 March,Total children,5750,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after at 31 March,With 3 or more placements during the year,550,10
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",4530,72
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,6330,100
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children looked after at 31 March,Total children,15210,100
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Children looked after at 31 March,With 3 or more placements during the year,1350,9
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",2460,71
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,3440,100
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children looked after at 31 March,Total children,9300,100
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Children looked after at 31 March,With 3 or more placements during the year,870,9
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1580,73
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,2160,100
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children looked after at 31 March,Total children,6470,100
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Children looked after at 31 March,With 3 or more placements during the year,580,9
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",3330,71
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,4670,100
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children looked after at 31 March,Total children,11400,100
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Children looked after at 31 March,With 3 or more placements during the year,980,9
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1680,70
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,2400,100
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children looked after at 31 March,Total children,6700,100
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Children looked after at 31 March,With 3 or more placements during the year,670,10
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1900,70
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,2700,100
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children looked after at 31 March,Total children,9960,100
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Children looked after at 31 March,With 3 or more placements during the year,1020,10
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",2490,70
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,3570,100
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children looked after at 31 March,Total children,10840,100
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Children looked after at 31 March,With 3 or more placements during the year,1300,12
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1510,71
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,2130,100
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children looked after at 31 March,Total children,6530,100
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Children looked after at 31 March,With 3 or more placements during the year,730,11
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",800,70
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,1150,100
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children looked after at 31 March,Total children,4200,100
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Children looked after at 31 March,With 3 or more placements during the year,430,10
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",1090,70
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,1560,100
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children looked after at 31 March,Total children,5760,100
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Children looked after at 31 March,With 3 or more placements during the year,600,10
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",104,77
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,135,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Children looked after at 31 March,Total children,308,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Children looked after at 31 March,With 3 or more placements during the year,13,4
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",120,65
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,185,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Children looked after at 31 March,Total children,502,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Children looked after at 31 March,With 3 or more placements during the year,64,13
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",88,77
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,115,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Children looked after at 31 March,Total children,341,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Children looked after at 31 March,With 3 or more placements during the year,31,9
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",182,71
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,255,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Children looked after at 31 March,Total children,574,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Children looked after at 31 March,With 3 or more placements during the year,57,10
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",88,74
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,119,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Children looked after at 31 March,Total children,273,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Children looked after at 31 March,With 3 or more placements during the year,29,11
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living in the same placement for at least 2 years, or are placed for adoption and their adoption and their adoptive placement together with their previous placement, last for at least 2 years",239,64
