time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2024,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Distance not known or not recorded,15970,16
2024,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,44110,45
2024,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,4270,4
2024,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,19400,20
2024,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,14980,15
2024,Reporting year,National,E92000001,England,,,,,,Location of new placements during the year,Total new placements,98730,100
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Allegation (s47),440,1
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Approval removed,200,k
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Carer requests placement end other than due to child's behaviour,4190,6
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Carer requests placement ends due to child's behaviour,5310,8
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Change in the status of a placement only,16110,24
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Change to/implementation of care plan,20700,31
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Child requests placement to end,2030,3
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Custody arrangement,150,k
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Other,14790,22
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Resignation or closure of provision,530,1
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Responsible/area authority requests placement ends,950,1
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Standards of care concern,670,1
2024,Reporting year,National,E92000001,England,,,,,,Reason for placement change during the year,Total placements changing,66070,100
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Location of new placements during the year,Distance not known or not recorded,570,8
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Location of new placements during the year,Placed inside LA boundary less than 20 miles from home,4090,57
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Location of new placements during the year,Placed inside LA boundary more than 20 miles from home,100,1
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Location of new placements during the year,Placed outside LA boundary less than 20 miles from home,1630,23
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Location of new placements during the year,Placed outside LA boundary more than 20 miles from home,760,11
