time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,CLA_group,number
2024,Reporting year,National,E92000001,England,,,,,,Average number of away from placement without authorisation incidents per looked after child,4
2024,Reporting year,National,E92000001,England,,,,,,Average number of missing incidents per looked after child who went missing,6.5
2024,Reporting year,National,E92000001,England,,,,,,Children away from placement without authorisation at 31 March,60
2024,Reporting year,National,E92000001,England,,,,,,Children looked after during the year,116420
2024,Reporting year,National,E92000001,England,,,,,,Children missing at 31 March,300
2024,Reporting year,National,E92000001,England,,,,,,Children who had a missing incident during the year,13010
2024,Reporting year,National,E92000001,England,,,,,,Children who went missing more than once during the year,8210
2024,Reporting year,National,E92000001,England,,,,,,Children who were away from placement without authorisation during the year,2720
2024,Reporting year,National,E92000001,England,,,,,,Children who were away from placement without authorisation more than once during the year,1380
2024,Reporting year,National,E92000001,England,,,,,,Number of away from placement without authorisation incidents during the year,10780
2024,Reporting year,National,E92000001,England,,,,,,Number of missing incidents during the year,83920
2024,Reporting year,National,E92000001,England,,,,,,Percentage of children who had a missing incident during the year,11
2024,Reporting year,National,E92000001,England,,,,,,Percentage of children who were away from placement without authorisation during the year,2
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Average number of away from placement without authorisation incidents per looked after child,2.3
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Average number of missing incidents per looked after child who went missing,7.9
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children away from placement without authorisation at 31 March,0
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children looked after during the year,8490
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children missing at 31 March,10
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children who had a missing incident during the year,950
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children who went missing more than once during the year,660
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children who were away from placement without authorisation during the year,60
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Children who were away from placement without authorisation more than once during the year,20
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Number of away from placement without authorisation incidents during the year,140
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Number of missing incidents during the year,7570
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Percentage of children who had a missing incident during the year,11
