time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2024,Reporting year,National,E92000001,England,Age on ceasing,1 to 4 years,6340,19
2024,Reporting year,National,E92000001,England,Age on ceasing,10 to 15 years,4830,14
2024,Reporting year,National,E92000001,England,Age on ceasing,16 years,2080,6
2024,Reporting year,National,E92000001,England,Age on ceasing,17 years,1940,6
2024,Reporting year,National,E92000001,England,Age on ceasing,5 to 9 years,3690,11
2024,Reporting year,National,E92000001,England,Age on ceasing,Ceased on 18th birthday,13050,39
2024,Reporting year,National,E92000001,England,Age on ceasing,Ceased when older than 18th birthday,30,k
2024,Reporting year,National,E92000001,England,Age on ceasing,Total,33620,100
2024,Reporting year,National,E92000001,England,Age on ceasing,Under 1 year,1660,5
2024,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,18300,54
2024,Reporting year,National,E92000001,England,Category of need,N2. Child disability,590,2
2024,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,810,2
2024,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,2520,7
2024,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,3610,11
2024,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,630,2
2024,Reporting year,National,E92000001,England,Category of need,N7. Low income,40,k
2024,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,7120,21
2024,Reporting year,National,E92000001,England,Category of need,Total,33620,100
2024,Reporting year,National,E92000001,England,Duration of last period of care,1. Under 2 weeks,2520,7
2024,Reporting year,National,E92000001,England,Duration of last period of care,2. From 2 weeks to under 8 weeks,2400,7
2024,Reporting year,National,E92000001,England,Duration of last period of care,3. From 8 weeks to under 6 months,4660,14
2024,Reporting year,National,E92000001,England,Duration of last period of care,4. From 6 months to under 1 year,6320,19
2024,Reporting year,National,E92000001,England,Duration of last period of care,5. From 1 year to under 2 years,6990,21
2024,Reporting year,National,E92000001,England,Duration of last period of care,6. From 2 years to under 3 years,2970,9
2024,Reporting year,National,E92000001,England,Duration of last period of care,7. From 3 years to under 5 years,2890,9
2024,Reporting year,National,E92000001,England,Duration of last period of care,8. From 5 years to under 10 years,3090,9
2024,Reporting year,National,E92000001,England,Duration of last period of care,9. 10 years and over,1780,5
2024,Reporting year,National,E92000001,England,Duration of last period of care,Average duration of last period of care (days),864,z
2024,Reporting year,National,E92000001,England,Duration of last period of care,Total,33620,100
2024,Reporting year,National,E92000001,England,Ethnicity,1. Total White,19700,59
2024,Reporting year,National,E92000001,England,Ethnicity,1a. White British,17740,53
2024,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,70,k
2024,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,80,k
2024,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,200,1
2024,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,1610,5
2024,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,3030,9
2024,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,950,3
2024,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,360,1
2024,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,510,2
2024,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,1200,4
2024,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,2610,8
2024,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,160,k
2024,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,520,2
2024,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,210,1
2024,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,50,k
2024,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1670,5
2024,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",3880,12
2024,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,530,2
2024,Reporting year,National,E92000001,England,Ethnicity,4b. African,2720,8
2024,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,620,2
2024,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,4050,12
2024,Reporting year,National,E92000001,England,Ethnicity,6. Total refused of information not yet available,370,1
2024,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,40,k
2024,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,330,1
2024,Reporting year,National,E92000001,England,Ethnicity,Total,33620,100
2024,Reporting year,National,E92000001,England,Gender,Female,12960,39
2024,Reporting year,National,E92000001,England,Gender,Male,20660,61
2024,Reporting year,National,E92000001,England,Gender,Total,33620,100
2024,Reporting year,National,E92000001,England,Legal status,Care orders,14760,44
2024,Reporting year,National,E92000001,England,Legal status,Detained for child protection,620,2
2024,Reporting year,National,E92000001,England,Legal status,Placement order granted,2890,9
2024,Reporting year,National,E92000001,England,Legal status,Total,33620,100
2024,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,14830,44
2024,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,520,2
2024,Reporting year,National,E92000001,England,Placement group,1. Total foster placements,13350,40
2024,Reporting year,National,E92000001,England,Placement group,1a Total foster placements inside council boundary,8400,25
2024,Reporting year,National,E92000001,England,Placement group,1a.1 Total foster placements inside council boundary with relative or friend,4010,12
2024,Reporting year,National,E92000001,England,Placement group,1a.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,10,k
2024,Reporting year,National,E92000001,England,Placement group,1a.1ii With relative or friend not FFA/concurrent planning,4000,12
2024,Reporting year,National,E92000001,England,Placement group,1a.2 Total foster placements inside council boundary with other foster carer,4390,13
2024,Reporting year,National,E92000001,England,Placement group,1a.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,10,k
2024,Reporting year,National,E92000001,England,Placement group,1a.2ii With other foster carer not FFA/concurrent planning,4380,13
2024,Reporting year,National,E92000001,England,Placement group,1b Total foster placements outside council boundary,4950,15
2024,Reporting year,National,E92000001,England,Placement group,1b.1 Total foster placements outside council boundary with relative or friend,1670,5
2024,Reporting year,National,E92000001,England,Placement group,1b.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,c,c
2024,Reporting year,National,E92000001,England,Placement group,1b.1ii With relative or friend not FFA/concurrent planning,1670,5
2024,Reporting year,National,E92000001,England,Placement group,1b.2 Total foster placements outside council boundary with other foster carer,3280,10
2024,Reporting year,National,E92000001,England,Placement group,1b.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,30,k
