time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percent
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,All Placements,8800,13
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Allegation (s47),60,1
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Approval removed,40,k
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Carer requests placement end other than due to child's behaviour,640,7
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Carer requests placement ends due to child's behaviour,210,2
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Change in the status of a placement only,1750,20
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Change to/Implementation of care plan,3900,44
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Child requests placement to end,10,k
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Custody,c,c
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Other,1870,21
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Resignation or closure of provision,30,k
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Responsible/Area authority requests placement to end,160,2
2024,Reporting year,National,E92000001,England,Age,1 to 4 years,Standards of care concern,120,1
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,All Placements,21230,32
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Allegation (s47),190,1
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Approval removed,70,k
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Carer requests placement end other than due to child's behaviour,1760,8
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Carer requests placement ends due to child's behaviour,2810,13
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Change in the status of a placement only,3450,16
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Change to/Implementation of care plan,6240,29
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Child requests placement to end,690,3
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Custody,30,k
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Other,5260,25
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Resignation or closure of provision,200,1
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Responsible/Area authority requests placement to end,300,1
2024,Reporting year,National,E92000001,England,Age,10 to 15 years,Standards of care concern,240,1
2024,Reporting year,National,E92000001,England,Age,16 years and over,All Placements,21820,33
2024,Reporting year,National,E92000001,England,Age,16 years and over,Allegation (s47),50,k
2024,Reporting year,National,E92000001,England,Age,16 years and over,Approval removed,30,k
2024,Reporting year,National,E92000001,England,Age,16 years and over,Carer requests placement end other than due to child's behaviour,670,3
2024,Reporting year,National,E92000001,England,Age,16 years and over,Carer requests placement ends due to child's behaviour,1600,7
2024,Reporting year,National,E92000001,England,Age,16 years and over,Change in the status of a placement only,8040,37
2024,Reporting year,National,E92000001,England,Age,16 years and over,Change to/Implementation of care plan,4840,22
2024,Reporting year,National,E92000001,England,Age,16 years and over,Child requests placement to end,1290,6
2024,Reporting year,National,E92000001,England,Age,16 years and over,Custody,120,1
2024,Reporting year,National,E92000001,England,Age,16 years and over,Other,4570,21
2024,Reporting year,National,E92000001,England,Age,16 years and over,Resignation or closure of provision,220,1
2024,Reporting year,National,E92000001,England,Age,16 years and over,Responsible/Area authority requests placement to end,280,1
2024,Reporting year,National,E92000001,England,Age,16 years and over,Standards of care concern,120,1
2024,Reporting year,National,E92000001,England,Age,5 to 9 years,All Placements,9100,14
2024,Reporting year,National,E92000001,England,Age,5 to 9 years,Allegation (s47),110,1
2024,Reporting year,National,E92000001,England,Age,5 to 9 years,Approval removed,40,k
2024,Reporting year,National,E92000001,England,Age,5 to 9 years,Carer requests placement end other than due to child's behaviour,870,10
2024,Reporting year,National,E92000001,England,Age,5 to 9 years,Carer requests placement ends due to child's behaviour,670,7
2024,Reporting year,National,E92000001,England,Age,5 to 9 years,Change in the status of a placement only,2060,23
2024,Reporting year,National,E92000001,England,Age,5 to 9 years,Change to/Implementation of care plan,3070,34
2024,Reporting year,National,E92000001,England,Age,5 to 9 years,Child requests placement to end,40,k
2024,Reporting year,National,E92000001,England,Age,5 to 9 years,Custody,c,c
