time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2024,Reporting year,National,E92000001,England,Children for whom the local authority has made the decision that they should be placed for adoption,1. All children for whom the decision has been made that they should be placed for adoption,9670,100
2024,Reporting year,National,E92000001,England,Children for whom the local authority has made the decision that they should be placed for adoption,1a Children for whom the decision was made in the latest year,3690,38
2024,Reporting year,National,E92000001,England,Children for whom the local authority has made the decision that they should be placed for adoption,1b Children for whom the decision was made in a previous year,5980,62
2024,Reporting year,National,E92000001,England,Children who ceased to be looked after during the year,2. Children who were adopted during the year,2970,31
2024,Reporting year,National,E92000001,England,Children who ceased to be looked after during the year,3. Children who ceased to be looked after without being adopted,220,2
2024,Reporting year,National,E92000001,England,Children who ceased to be looked after during the year,3a Children who ceased to be looked after without a reversal of the adoption decision,50,k
2024,Reporting year,National,E92000001,England,Children who ceased to be looked after during the year,3b Children who ceased to be looked after for whom the decision to place for adoption was reversed,170,2
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Aged 1 to 4 years at reversal of adoption decision,370,60
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Aged 10 to 15 years at reversal of adoption decision,10,1
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Aged 16 years and over at reversal of adoption decision,c,c
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Aged 5 to 9 years at reversal of adoption decision,220,35
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Aged Under 1 year at reversal of adoption decision,20,3
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",All children for whom the decision has been reversed,610,100
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Asian or Asian British,20,3
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed","Black, African, Caribbean or Black British",20,4
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Decision ceased because of any other reason,180,30
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Decision ceased because prospective adopters cannot be found,60,9
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Decision ceased because the child’s needs changed subsequent to the decision,200,32
2024,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Decision ceased because the court did not make a placement order,180,29
