time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2024,Reporting year,National,E92000001,England,Age on starting,1 to 4 years,4830,15
2024,Reporting year,National,E92000001,England,Age on starting,10 to 15 years,8690,26
2024,Reporting year,National,E92000001,England,Age on starting,16 years and over,9440,29
2024,Reporting year,National,E92000001,England,Age on starting,5 to 9 years,4890,15
2024,Reporting year,National,E92000001,England,Age on starting,Total children,33050,100
2024,Reporting year,National,E92000001,England,Age on starting,Under 1 year,5210,16
2024,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,18510,56
2024,Reporting year,National,E92000001,England,Category of need,N2. Child's disability,590,2
2024,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,720,2
2024,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,2420,7
2024,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,3150,10
2024,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,550,2
2024,Reporting year,National,E92000001,England,Category of need,N7. Low income,30,k
2024,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,7090,21
2024,Reporting year,National,E92000001,England,Category of need,Total children,33050,100
2024,Reporting year,National,E92000001,England,Ethnicity,1. Total White,18910,57
2024,Reporting year,National,E92000001,England,Ethnicity,1a. White British,17080,52
2024,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,70,k
2024,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,80,k
2024,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,170,1
2024,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,1520,5
2024,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,2970,9
2024,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,920,3
2024,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,410,1
2024,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,430,1
2024,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,1210,4
2024,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,2490,8
2024,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,180,1
2024,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,500,2
2024,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,180,1
2024,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,50,k
2024,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1570,5
2024,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",4150,13
2024,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,540,2
2024,Reporting year,National,E92000001,England,Ethnicity,4b. African,2970,9
2024,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,640,2
2024,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,3820,12
