time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,activity,number,percentage
2024,Reporting year,National,E92000001,England,,,,,,Aged 22,Care leaver not in touch with the LA during the year,4910,43
2024,Reporting year,National,E92000001,England,,,,,,Aged 22,"Education, training or employment",3420,30
2024,Reporting year,National,E92000001,England,,,,,,Aged 22,"Not in education, training or employment",2970,26
2024,Reporting year,National,E92000001,England,,,,,,Aged 22,Total,11300,100
2024,Reporting year,National,E92000001,England,,,,,,Aged 23,Care leaver not in touch with the LA during the year,6320,58
2024,Reporting year,National,E92000001,England,,,,,,Aged 23,"Education, training or employment",2350,22
2024,Reporting year,National,E92000001,England,,,,,,Aged 23,"Not in education, training or employment",2200,20
2024,Reporting year,National,E92000001,England,,,,,,Aged 23,Total,10870,100
2024,Reporting year,National,E92000001,England,,,,,,Aged 24,Care leaver not in touch with the LA during the year,7150,67
2024,Reporting year,National,E92000001,England,,,,,,Aged 24,"Education, training or employment",1810,17
2024,Reporting year,National,E92000001,England,,,,,,Aged 24,"Not in education, training or employment",1640,15
2024,Reporting year,National,E92000001,England,,,,,,Aged 24,Total,10600,100
2024,Reporting year,National,E92000001,England,,,,,,Aged 25,Care leaver not in touch with the LA during the year,7480,79
2024,Reporting year,National,E92000001,England,,,,,,Aged 25,"Education, training or employment",1070,11
2024,Reporting year,National,E92000001,England,,,,,,Aged 25,"Not in education, training or employment",970,10
2024,Reporting year,National,E92000001,England,,,,,,Aged 25,Total,9530,100
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 22,Care leaver not in touch with the LA during the year,220,46
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 22,"Education, training or employment",130,27
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 22,"Not in education, training or employment",130,27
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 22,Total,480,100
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 23,Care leaver not in touch with the LA during the year,340,67
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 23,"Education, training or employment",90,17
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 23,"Not in education, training or employment",80,16
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 23,Total,510,100
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 24,Care leaver not in touch with the LA during the year,350,73
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 24,"Education, training or employment",80,16
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 24,"Not in education, training or employment",50,11
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 24,Total,480,100
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 25,Care leaver not in touch with the LA during the year,350,82
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 25,"Education, training or employment",40,10
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 25,"Not in education, training or employment",30,8
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Aged 25,Total,420,100
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 22,Care leaver not in touch with the LA during the year,640,41
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 22,"Education, training or employment",540,34
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 22,"Not in education, training or employment",400,25
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 22,Total,1570,100
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 23,Care leaver not in touch with the LA during the year,820,54
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 23,"Education, training or employment",360,24
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 23,"Not in education, training or employment",340,23
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 23,Total,1520,100
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 24,Care leaver not in touch with the LA during the year,870,63
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 24,"Education, training or employment",260,19
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 24,"Not in education, training or employment",240,18
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 24,Total,1370,100
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 25,Care leaver not in touch with the LA during the year,920,76
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 25,"Education, training or employment",130,11
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 25,"Not in education, training or employment",150,13
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Aged 25,Total,1210,100
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 22,Care leaver not in touch with the LA during the year,410,43
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 22,"Education, training or employment",260,27
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 22,"Not in education, training or employment",290,30
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 22,Total,960,100
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 23,Care leaver not in touch with the LA during the year,540,59
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 23,"Education, training or employment",170,19
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 23,"Not in education, training or employment",210,22
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 23,Total,920,100
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 24,Care leaver not in touch with the LA during the year,630,71
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 24,"Education, training or employment",130,15
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 24,"Not in education, training or employment",130,14
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 24,Total,890,100
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 25,Care leaver not in touch with the LA during the year,650,84
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 25,"Education, training or employment",50,7
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 25,"Not in education, training or employment",70,9
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Aged 25,Total,770,100
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 22,Care leaver not in touch with the LA during the year,350,43
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 22,"Education, training or employment",240,30
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 22,"Not in education, training or employment",220,27
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 22,Total,810,100
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 23,Care leaver not in touch with the LA during the year,410,50
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 23,"Education, training or employment",200,24
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 23,"Not in education, training or employment",200,25
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 23,Total,810,100
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 24,Care leaver not in touch with the LA during the year,410,54
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 24,"Education, training or employment",190,24
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 24,"Not in education, training or employment",160,21
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 24,Total,760,100
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 25,Care leaver not in touch with the LA during the year,220,41
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 25,"Education, training or employment",170,33
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 25,"Not in education, training or employment",140,26
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Aged 25,Total,520,100
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 22,Care leaver not in touch with the LA during the year,640,51
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 22,"Education, training or employment",280,22
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 22,"Not in education, training or employment",330,26
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 22,Total,1250,100
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 23,Care leaver not in touch with the LA during the year,850,69
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 23,"Education, training or employment",180,15
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 23,"Not in education, training or employment",200,16
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 23,Total,1230,100
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 24,Care leaver not in touch with the LA during the year,880,76
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 24,"Education, training or employment",140,12
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 24,"Not in education, training or employment",140,12
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 24,Total,1160,100
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 25,Care leaver not in touch with the LA during the year,930,89
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 25,"Education, training or employment",60,6
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 25,"Not in education, training or employment",60,5
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Aged 25,Total,1040,100
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 22,Care leaver not in touch with the LA during the year,540,47
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 22,"Education, training or employment",320,28
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 22,"Not in education, training or employment",270,24
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 22,Total,1130,100
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 23,Care leaver not in touch with the LA during the year,680,65
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 23,"Education, training or employment",180,18
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 23,"Not in education, training or employment",180,17
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 23,Total,1030,100
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 24,Care leaver not in touch with the LA during the year,780,71
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 24,"Education, training or employment",160,15
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 24,"Not in education, training or employment",160,14
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 24,Total,1100,100
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 25,Care leaver not in touch with the LA during the year,780,81
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 25,"Education, training or employment",90,10
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 25,"Not in education, training or employment",90,9
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Aged 25,Total,960,100
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 22,Care leaver not in touch with the LA during the year,890,36
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,Aged 22,"Education, training or employment",920,37
