time_period,time_identifier,geographic_level,country_code,country_name,care_leaver_age,cla_group,measure,accommodation_type,number,percentage
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,0,0
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Community home,10,2
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Deported,0,0
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,0,0
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Foyers,c,c
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Gone Abroad,c,c
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,In custody,30,5
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Independent living,10,3
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,80,16
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,c,c
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,c,c
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Other accommodation,10,2
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Residence not known,10,1
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",20,4
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Supported lodgings,10,2
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Total care leavers,500,100
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Total information not known,140,27
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,With former foster carers,0,0
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,With parents or relatives,260,52
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,50,10
2024,Reporting year,National,E92000001,England,17 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,10,1
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,20,k
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Community home,490,4
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Deported,0,0
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,120,1
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Foyers,580,4
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Gone abroad,c,c
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,In custody,220,2
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Independent living,1300,9
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,510,4
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,60,k
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,70,1
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Other accommodation,330,2
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Residence not known,60,k
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",5000,36
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Supported lodgings,960,7
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Total care leavers,13800,100
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Total information not known,700,5
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,With former foster carers,2370,17
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,With parents or relatives,1520,11
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,170,1
2024,Reporting year,National,E92000001,England,18 years,Care leavers group,Accommodation of care leaver,Young person refuses contact,30,k
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Bed and breakfast,70,k
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Community home,1110,3
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Deported,c,c
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Emergency accommodation,450,1
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Foyers,920,3
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Gone abroad,30,k
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,In custody,1090,3
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Independent living,12520,34
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Local authority not in touch,1430,4
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,No fixed abode/homeless,330,1
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Ordinary lodgings,470,1
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Other accommodation,1090,3
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Residence not known,220,1
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,"Semi-independent, transitional accommodation",7040,19
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Supported lodgings,1560,4
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Total care leavers,36370,100
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Total information not known,2440,7
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,With former foster carers,3110,9
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,With parents or relatives,3920,11
2024,Reporting year,National,E92000001,England,19 to 21 years,Care leavers group,Accommodation of care leaver,Young person no longer requires services,830,2
