time_period,time_identifier,geographic_level,country_code,country_name,placement_type,placement_provider,number,percentage
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,All children,83840,100
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Other LA provision,1120,1
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Other public provision (eg by PCT),350,k
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Own provision (by the LA),37310,44
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Parents or other person with parental responsibility,5730,7
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Placement provider not reported,860,1
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Private provision,33130,40
2023,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Voluntary/third sector provision,5350,6
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,All children,46600,100
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Other LA provision,110,k
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Other public provision (eg by PCT),100,k
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Own provision (by the LA),27490,59
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Parents or other person with parental responsibility,4710,10
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Private provision,11560,25
2023,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Voluntary/third sector provision,2620,6
2023,Reporting year,National,E92000001,England,2a. Foster placements,All children,33340,100
2023,Reporting year,National,E92000001,England,2a. Foster placements,Other LA provision,30,k
2023,Reporting year,National,E92000001,England,2a. Foster placements,Other public provision (eg by PCT),0,0
2023,Reporting year,National,E92000001,England,2a. Foster placements,Own provision (by the LA),25440,76
2023,Reporting year,National,E92000001,England,2a. Foster placements,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2a. Foster placements,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2a. Foster placements,Private provision,5890,18
2023,Reporting year,National,E92000001,England,2a. Foster placements,Voluntary/third sector provision,1980,6
2023,Reporting year,National,E92000001,England,2b. Other placement in the community,All children,1470,100
2023,Reporting year,National,E92000001,England,2b. Other placement in the community,Other LA provision,20,1
2023,Reporting year,National,E92000001,England,2b. Other placement in the community,Other public provision (eg by PCT),10,k
2023,Reporting year,National,E92000001,England,2b. Other placement in the community,Own provision (by the LA),260,17
2023,Reporting year,National,E92000001,England,2b. Other placement in the community,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2b. Other placement in the community,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2b. Other placement in the community,Private provision,1090,74
2023,Reporting year,National,E92000001,England,2b. Other placement in the community,Voluntary/third sector provision,100,7
2023,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",All children,6320,100
2023,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Other LA provision,30,k
2023,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Other public provision (eg by PCT),40,1
2023,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Own provision (by the LA),1390,22
2023,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Private provision,4370,69
2023,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Voluntary/third sector provision,490,8
2023,Reporting year,National,E92000001,England,2d. Other residential settings,All children,320,100
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Other LA provision,c,c
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Other public provision (eg by PCT),50,16
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Own provision (by the LA),60,18
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Private provision,200,61
2023,Reporting year,National,E92000001,England,2d. Other residential settings,Voluntary/third sector provision,10,3
2023,Reporting year,National,E92000001,England,2e. Residential schools,All children,30,100
2023,Reporting year,National,E92000001,England,2e. Residential schools,Other LA provision,0,0
2023,Reporting year,National,E92000001,England,2e. Residential schools,Other public provision (eg by PCT),0,0
2023,Reporting year,National,E92000001,England,2e. Residential schools,Own provision (by the LA),10,40
2023,Reporting year,National,E92000001,England,2e. Residential schools,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2e. Residential schools,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2e. Residential schools,Private provision,10,27
2023,Reporting year,National,E92000001,England,2e. Residential schools,Voluntary/third sector provision,10,33
2023,Reporting year,National,E92000001,England,2f. Placement with parents,All children,4710,100
2023,Reporting year,National,E92000001,England,2f. Placement with parents,Other LA provision,z,z
2023,Reporting year,National,E92000001,England,2f. Placement with parents,Other public provision (eg by PCT),z,z
2023,Reporting year,National,E92000001,England,2f. Placement with parents,Own provision (by the LA),z,z
2023,Reporting year,National,E92000001,England,2f. Placement with parents,Parents or other person with parental responsibility,4710,100
2023,Reporting year,National,E92000001,England,2f. Placement with parents,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2f. Placement with parents,Private provision,z,z
2023,Reporting year,National,E92000001,England,2f. Placement with parents,Voluntary/third sector provision,z,z
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,All children,400,100
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Other LA provision,30,8
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Other public provision (eg by PCT),0,0
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Own provision (by the LA),330,82
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Private provision,c,c
2023,Reporting year,National,E92000001,England,2g. Placed for adoption,Voluntary/third sector provision,40,9
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,All children,36390,100
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Other LA provision,1010,3
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Other public provision (eg by PCT),260,1
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Own provision (by the LA),9810,27
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Parents or other person with parental responsibility,1020,3
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Private provision,21570,59
2023,Reporting year,National,E92000001,England,3. All children placed outside council boundary,Voluntary/third sector provision,2720,7
2023,Reporting year,National,E92000001,England,3a. Foster placements,All children,23680,100
2023,Reporting year,National,E92000001,England,3a. Foster placements,Other LA provision,220,1
2023,Reporting year,National,E92000001,England,3a. Foster placements,Other public provision (eg by PCT),0,0
2023,Reporting year,National,E92000001,England,3a. Foster placements,Own provision (by the LA),9120,38
2023,Reporting year,National,E92000001,England,3a. Foster placements,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3a. Foster placements,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3a. Foster placements,Private provision,12450,53
2023,Reporting year,National,E92000001,England,3a. Foster placements,Voluntary/third sector provision,1890,8
2023,Reporting year,National,E92000001,England,3b. Other placement in the community,All children,830,100
2023,Reporting year,National,E92000001,England,3b. Other placement in the community,Other LA provision,30,3
2023,Reporting year,National,E92000001,England,3b. Other placement in the community,Other public provision (eg by PCT),c,c
2023,Reporting year,National,E92000001,England,3b. Other placement in the community,Own provision (by the LA),20,2
2023,Reporting year,National,E92000001,England,3b. Other placement in the community,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3b. Other placement in the community,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3b. Other placement in the community,Private provision,750,91
2023,Reporting year,National,E92000001,England,3b. Other placement in the community,Voluntary/third sector provision,30,3
2023,Reporting year,National,E92000001,England,"3c. Secure units, children's homes and semi-independent living accommodation",All children,8260,100
2023,Reporting year,National,E92000001,England,"3c. Secure units, children's homes and semi-independent living accommodation",Other LA provision,160,2
2023,Reporting year,National,E92000001,England,"3c. Secure units, children's homes and semi-independent living accommodation",Other public provision (eg by PCT),10,k
2023,Reporting year,National,E92000001,England,"3c. Secure units, children's homes and semi-independent living accommodation",Own provision (by the LA),c,c
2023,Reporting year,National,E92000001,England,"3c. Secure units, children's homes and semi-independent living accommodation",Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,"3c. Secure units, children's homes and semi-independent living accommodation",Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,"3c. Secure units, children's homes and semi-independent living accommodation",Private provision,7690,93
2023,Reporting year,National,E92000001,England,"3c. Secure units, children's homes and semi-independent living accommodation",Voluntary/third sector provision,400,5
2023,Reporting year,National,E92000001,England,3d. Other residential settings,All children,940,100
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Other LA provision,30,3
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Other public provision (eg by PCT),240,25
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Own provision (by the LA),0,0
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Private provision,630,66
2023,Reporting year,National,E92000001,England,3d. Other residential settings,Voluntary/third sector provision,50,5
2023,Reporting year,National,E92000001,England,3e. Residential schools,All children,70,100
2023,Reporting year,National,E92000001,England,3e. Residential schools,Other LA provision,10,9
2023,Reporting year,National,E92000001,England,3e. Residential schools,Other public provision (eg by PCT),0,0
2023,Reporting year,National,E92000001,England,3e. Residential schools,Own provision (by the LA),0,0
2023,Reporting year,National,E92000001,England,3e. Residential schools,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3e. Residential schools,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3e. Residential schools,Private provision,50,69
2023,Reporting year,National,E92000001,England,3e. Residential schools,Voluntary/third sector provision,20,22
2023,Reporting year,National,E92000001,England,3f. Placement with parents,All children,1020,100
2023,Reporting year,National,E92000001,England,3f. Placement with parents,Other LA provision,z,z
2023,Reporting year,National,E92000001,England,3f. Placement with parents,Other public provision (eg by PCT),z,z
2023,Reporting year,National,E92000001,England,3f. Placement with parents,Own provision (by the LA),z,z
2023,Reporting year,National,E92000001,England,3f. Placement with parents,Parents or other person with parental responsibility,1020,100
2023,Reporting year,National,E92000001,England,3f. Placement with parents,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3f. Placement with parents,Private provision,z,z
2023,Reporting year,National,E92000001,England,3f. Placement with parents,Voluntary/third sector provision,z,z
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,All children,1590,100
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Other LA provision,560,35
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Other public provision (eg by PCT),0,0
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Own provision (by the LA),680,43
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Placement provider not reported,z,z
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Private provision,10,1
2023,Reporting year,National,E92000001,England,3g. Placed for adoption,Voluntary/third sector provision,340,22
2023,Reporting year,National,E92000001,England,4. Other placement,All children,860,100
2023,Reporting year,National,E92000001,England,4. Other placement,Other LA provision,z,z
2023,Reporting year,National,E92000001,England,4. Other placement,Other public provision (eg by PCT),z,z
2023,Reporting year,National,E92000001,England,4. Other placement,Own provision (by the LA),z,z
2023,Reporting year,National,E92000001,England,4. Other placement,Parents or other person with parental responsibility,z,z
2023,Reporting year,National,E92000001,England,4. Other placement,Placement provider not reported,860,100
2023,Reporting year,National,E92000001,England,4. Other placement,Private provision,z,z
2023,Reporting year,National,E92000001,England,4. Other placement,Voluntary/third sector provision,z,z
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,All children,82080,100
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Other LA provision,1100,1
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Other public provision (eg by PCT),330,k
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Own provision (by the LA),37470,46
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Parents or other person with parental responsibility,5680,7
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Placement provider not reported,700,1
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Private provision,31050,38
2022,Reporting year,National,E92000001,England,1. All children looked after at 31 March,Voluntary/third sector provision,5750,7
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,All children,46220,100
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Other LA provision,150,k
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Other public provision (eg by PCT),90,k
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Own provision (by the LA),27560,60
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Parents or other person with parental responsibility,4660,10
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Placement provider not reported,z,z
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Private provision,10970,24
2022,Reporting year,National,E92000001,England,2. All children placed inside council boundary,Voluntary/third sector provision,2780,6
2022,Reporting year,National,E92000001,England,2a. Foster placements,All children,33720,100
2022,Reporting year,National,E92000001,England,2a. Foster placements,Other LA provision,40,k
2022,Reporting year,National,E92000001,England,2a. Foster placements,Other public provision (eg by PCT),0,0
2022,Reporting year,National,E92000001,England,2a. Foster placements,Own provision (by the LA),25520,76
2022,Reporting year,National,E92000001,England,2a. Foster placements,Parents or other person with parental responsibility,z,z
2022,Reporting year,National,E92000001,England,2a. Foster placements,Placement provider not reported,z,z
2022,Reporting year,National,E92000001,England,2a. Foster placements,Private provision,5990,18
2022,Reporting year,National,E92000001,England,2a. Foster placements,Voluntary/third sector provision,2170,6
2022,Reporting year,National,E92000001,England,2b. Other placement in the community,All children,1360,100
2022,Reporting year,National,E92000001,England,2b. Other placement in the community,Other LA provision,30,2
2022,Reporting year,National,E92000001,England,2b. Other placement in the community,Other public provision (eg by PCT),10,1
2022,Reporting year,National,E92000001,England,2b. Other placement in the community,Own provision (by the LA),230,17
2022,Reporting year,National,E92000001,England,2b. Other placement in the community,Parents or other person with parental responsibility,z,z
2022,Reporting year,National,E92000001,England,2b. Other placement in the community,Placement provider not reported,z,z
2022,Reporting year,National,E92000001,England,2b. Other placement in the community,Private provision,1020,75
2022,Reporting year,National,E92000001,England,2b. Other placement in the community,Voluntary/third sector provision,70,5
2022,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",All children,5720,100
2022,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Other LA provision,20,k
2022,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Other public provision (eg by PCT),40,1
2022,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Own provision (by the LA),1380,24
2022,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Parents or other person with parental responsibility,z,z
2022,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Placement provider not reported,z,z
2022,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Private provision,3810,67
2022,Reporting year,National,E92000001,England,"2c. Secure units, children's homes and semi-independent living accommodation",Voluntary/third sector provision,470,8
2022,Reporting year,National,E92000001,England,2d. Other residential settings,All children,220,100
2022,Reporting year,National,E92000001,England,2d. Other residential settings,Other LA provision,c,c
2022,Reporting year,National,E92000001,England,2d. Other residential settings,Other public provision (eg by PCT),40,20
2022,Reporting year,National,E92000001,England,2d. Other residential settings,Own provision (by the LA),20,11
2022,Reporting year,National,E92000001,England,2d. Other residential settings,Parents or other person with parental responsibility,z,z
2022,Reporting year,National,E92000001,England,2d. Other residential settings,Placement provider not reported,z,z
2022,Reporting year,National,E92000001,England,2d. Other residential settings,Private provision,140,64
2022,Reporting year,National,E92000001,England,2d. Other residential settings,Voluntary/third sector provision,10,5
2022,Reporting year,National,E92000001,England,2e. Residential schools,All children,30,100
2022,Reporting year,National,E92000001,England,2e. Residential schools,Other LA provision,0,0
2022,Reporting year,National,E92000001,England,2e. Residential schools,Other public provision (eg by PCT),0,0
2022,Reporting year,National,E92000001,England,2e. Residential schools,Own provision (by the LA),10,46
2022,Reporting year,National,E92000001,England,2e. Residential schools,Parents or other person with parental responsibility,z,z
2022,Reporting year,National,E92000001,England,2e. Residential schools,Placement provider not reported,z,z
2022,Reporting year,National,E92000001,England,2e. Residential schools,Private provision,c,c
2022,Reporting year,National,E92000001,England,2e. Residential schools,Voluntary/third sector provision,10,36
2022,Reporting year,National,E92000001,England,2f. Placement with parents,All children,4660,100
2022,Reporting year,National,E92000001,England,2f. Placement with parents,Other LA provision,z,z
2022,Reporting year,National,E92000001,England,2f. Placement with parents,Other public provision (eg by PCT),z,z
2022,Reporting year,National,E92000001,England,2f. Placement with parents,Own provision (by the LA),z,z
2022,Reporting year,National,E92000001,England,2f. Placement with parents,Parents or other person with parental responsibility,4660,100
2022,Reporting year,National,E92000001,England,2f. Placement with parents,Placement provider not reported,z,z
