time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2023,Reporting year,National,E92000001,England,Age at adoption,1 to 4 years,2280,77
2023,Reporting year,National,E92000001,England,Age at adoption,10 to 15 years,30,1
2023,Reporting year,National,E92000001,England,Age at adoption,16 years and over,10,k
2023,Reporting year,National,E92000001,England,Age at adoption,5 to 9 years,550,19
2023,Reporting year,National,E92000001,England,Age at Adoption,Average age (years:months),3:5,z
2023,Reporting year,National,E92000001,England,Age at adoption,Total,2960,100
2023,Reporting year,National,E92000001,England,Age at adoption,Under 1 year,80,3
2023,Reporting year,National,E92000001,England,Age on starting final period of care,1 year,340,11
2023,Reporting year,National,E92000001,England,Age on starting final period of care,2 years,270,9
2023,Reporting year,National,E92000001,England,Age on starting final period of care,3 years,160,5
2023,Reporting year,National,E92000001,England,Age on starting final period of care,4 years and over,200,7
2023,Reporting year,National,E92000001,England,Age on starting final period of care,Average age (years:months),1:0,z
2023,Reporting year,National,E92000001,England,Age on starting final period of care,Total,2960,100
2023,Reporting year,National,E92000001,England,Age on starting final period of care,Under 1 year,2000,68
2023,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,2360,80
2023,Reporting year,National,E92000001,England,Category of need,N2. Child disability,10,k
2023,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,100,3
2023,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,130,4
2023,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,320,11
2023,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,c,c
2023,Reporting year,National,E92000001,England,Category of need,N7. Low income,c,c
2023,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,30,1
2023,Reporting year,National,E92000001,England,Category of need,Total,2960,100
2023,Reporting year,National,E92000001,England,Duration of final period of care,1 to 2 years,1080,37
2023,Reporting year,National,E92000001,England,Duration of final period of care,2 to 3 years,1150,39
2023,Reporting year,National,E92000001,England,Duration of final period of care,3 years and over,640,22
