time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2023,Reporting year,National,E92000001,England,Age at special guardianship order,1 to 4 years,1520,40
2023,Reporting year,National,E92000001,England,Age at special guardianship order,10 to 15 years,820,21
2023,Reporting year,National,E92000001,England,Age at special guardianship order,16 years and over,120,3
2023,Reporting year,National,E92000001,England,Age at special guardianship order,5 to 9 years,960,25
2023,Reporting year,National,E92000001,England,Age at special guardianship order,Average age (years:months),6:2,z
2023,Reporting year,National,E92000001,England,Age at special guardianship order,Total,3840,100
2023,Reporting year,National,E92000001,England,Age at special guardianship order,Under 1 year,430,11
2023,Reporting year,National,E92000001,England,Age on starting final period of care,1 year,400,10
2023,Reporting year,National,E92000001,England,Age on starting final period of care,2 years,340,9
2023,Reporting year,National,E92000001,England,Age on starting final period of care,3 years,290,8
2023,Reporting year,National,E92000001,England,Age on starting final period of care,4 years and over,1630,42
2023,Reporting year,National,E92000001,England,Age on starting final period of care,Average age (years:months),4:5,z
2023,Reporting year,National,E92000001,England,Age on starting final period of care,Total,3840,100
2023,Reporting year,National,E92000001,England,Age on starting final period of care,Under 1 year,1180,31
2023,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,2930,76
2023,Reporting year,National,E92000001,England,Category of need,N2. Child disability,20,1
2023,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,120,3
2023,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,210,5
2023,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,510,13
2023,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,10,k
2023,Reporting year,National,E92000001,England,Category of need,N7. Low income,0,0
2023,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,40,1
2023,Reporting year,National,E92000001,England,Category of need,Total,3840,100
2023,Reporting year,National,E92000001,England,Duration of final period of care,1 to 2 years,1120,29
2023,Reporting year,National,E92000001,England,Duration of final period of care,2 to 3 years,250,7
2023,Reporting year,National,E92000001,England,Duration of final period of care,3 years and over,620,16
2023,Reporting year,National,E92000001,England,Duration of final period of care,Average duration (years:months),1:9,z
2023,Reporting year,National,E92000001,England,Duration of final period of care,Total,3840,100
2023,Reporting year,National,E92000001,England,Duration of final period of care,Under 1 year,1860,48
2023,Reporting year,National,E92000001,England,Ethnic origin,Asian or Asian British,70,2
2023,Reporting year,National,E92000001,England,Ethnic origin,"Black, African, Caribbean or Black British",190,5
2023,Reporting year,National,E92000001,England,Ethnic origin,Mixed or Multiple ethnic group,380,10
2023,Reporting year,National,E92000001,England,Ethnic origin,Other ethnic group,40,1
2023,Reporting year,National,E92000001,England,Ethnic origin,Refused or information not yet available,40,1
2023,Reporting year,National,E92000001,England,Ethnic origin,Total,3840,100
2023,Reporting year,National,E92000001,England,Ethnic origin,White,3130,81
2023,Reporting year,National,E92000001,England,Final legal status,Care order,3560,93
