time_period,time_identifier,geographic_level,country_code,country_name,gender,age_group,characteristic,number,percentage
2023,Reporting year,National,E92000001,England,Female,10 to 12 years,1. Convictions: Children looked after age groups,4730,27
2023,Reporting year,National,E92000001,England,Male,10 to 12 years,1. Convictions: Children looked after age groups,5760,25
2023,Reporting year,National,E92000001,England,Total,10 to 12 years,1. Convictions: Children looked after age groups,10500,26
2023,Reporting year,National,E92000001,England,Female,13 to 15 years,1. Convictions: Children looked after age groups,6850,39
2023,Reporting year,National,E92000001,England,Male,13 to 15 years,1. Convictions: Children looked after age groups,8280,36
2023,Reporting year,National,E92000001,England,Total,13 to 15 years,1. Convictions: Children looked after age groups,15130,37
2023,Reporting year,National,E92000001,England,Female,16 to 17 years,1. Convictions: Children looked after age groups,6160,35
2023,Reporting year,National,E92000001,England,Male,16 to 17 years,1. Convictions: Children looked after age groups,8670,38
2023,Reporting year,National,E92000001,England,Total,16 to 17 years,1. Convictions: Children looked after age groups,14830,37
2023,Reporting year,National,E92000001,England,Female,Total 10 to 17 years,1. Convictions: Children looked after age groups,17750,100
2023,Reporting year,National,E92000001,England,Male,Total 10 to 17 years,1. Convictions: Children looked after age groups,22700,100
2023,Reporting year,National,E92000001,England,Total,Total 10 to 17 years,1. Convictions: Children looked after age groups,40450,100
2023,Reporting year,National,E92000001,England,Female,10 to 12 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",c,c
2023,Reporting year,National,E92000001,England,Male,10 to 12 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",10,k
2023,Reporting year,National,E92000001,England,Total,10 to 12 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",20,k
2023,Reporting year,National,E92000001,England,Female,13 to 15 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",70,1
2023,Reporting year,National,E92000001,England,Male,13 to 15 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",160,2
2023,Reporting year,National,E92000001,England,Total,13 to 15 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",230,2
2023,Reporting year,National,E92000001,England,Female,16 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",130,2
2023,Reporting year,National,E92000001,England,Male,16 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",450,5
2023,Reporting year,National,E92000001,England,Total,16 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",580,4
2023,Reporting year,National,E92000001,England,Female,Total 10 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",200,1
2023,Reporting year,National,E92000001,England,Male,Total 10 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",620,3
2023,Reporting year,National,E92000001,England,Total,Total 10 to 17 years,"1.1 Convicted or subject to youth cautions, or youth conditional cautions during the year",820,2
2023,Reporting year,National,E92000001,England,Female,10 to 12 years,2a. Substance misuse: Children looked after age groups,4730,18
2023,Reporting year,National,E92000001,England,Male,10 to 12 years,2a. Substance misuse: Children looked after age groups,5760,18
2023,Reporting year,National,E92000001,England,Total,10 to 12 years,2a. Substance misuse: Children looked after age groups,10500,18
2023,Reporting year,National,E92000001,England,Female,13 to 15 years,2a. Substance misuse: Children looked after age groups,6850,26
2023,Reporting year,National,E92000001,England,Male,13 to 15 years,2a. Substance misuse: Children looked after age groups,8280,25
2023,Reporting year,National,E92000001,England,Total,13 to 15 years,2a. Substance misuse: Children looked after age groups,15130,26
2023,Reporting year,National,E92000001,England,Female,16 to 17 years,2a. Substance misuse: Children looked after age groups,6160,24
2023,Reporting year,National,E92000001,England,Male,16 to 17 years,2a. Substance misuse: Children looked after age groups,8670,27
2023,Reporting year,National,E92000001,England,Total,16 to 17 years,2a. Substance misuse: Children looked after age groups,14830,25
2023,Reporting year,National,E92000001,England,Female,18 years and over,2a. Substance misuse: Children looked after age groups,0,0
2023,Reporting year,National,E92000001,England,Male,18 years and over,2a. Substance misuse: Children looked after age groups,c,c
2023,Reporting year,National,E92000001,England,Total,18 years and over,2a. Substance misuse: Children looked after age groups,c,c
2023,Reporting year,National,E92000001,England,Female,9 years and under,2a. Substance misuse: Children looked after age groups,8270,32
2023,Reporting year,National,E92000001,England,Male,9 years and under,2a. Substance misuse: Children looked after age groups,9840,30
2023,Reporting year,National,E92000001,England,Total,9 years and under,2a. Substance misuse: Children looked after age groups,18110,31
2023,Reporting year,National,E92000001,England,Female,Total all ages,2a. Substance misuse: Children looked after age groups,26020,100
2023,Reporting year,National,E92000001,England,Male,Total all ages,2a. Substance misuse: Children looked after age groups,32550,100
2023,Reporting year,National,E92000001,England,Total,Total all ages,2a. Substance misuse: Children looked after age groups,58570,100
2023,Reporting year,National,E92000001,England,Female,10 to 12 years,2a.1 Identified as having a substance misuse problem,10,k
2023,Reporting year,National,E92000001,England,Male,10 to 12 years,2a.1 Identified as having a substance misuse problem,10,k
2023,Reporting year,National,E92000001,England,Total,10 to 12 years,2a.1 Identified as having a substance misuse problem,20,k
2023,Reporting year,National,E92000001,England,Female,13 to 15 years,2a.1 Identified as having a substance misuse problem,170,2
2023,Reporting year,National,E92000001,England,Male,13 to 15 years,2a.1 Identified as having a substance misuse problem,230,3
2023,Reporting year,National,E92000001,England,Total,13 to 15 years,2a.1 Identified as having a substance misuse problem,400,3
2023,Reporting year,National,E92000001,England,Female,16 to 17 years,2a.1 Identified as having a substance misuse problem,470,8
2023,Reporting year,National,E92000001,England,Male,16 to 17 years,2a.1 Identified as having a substance misuse problem,720,8
2023,Reporting year,National,E92000001,England,Total,16 to 17 years,2a.1 Identified as having a substance misuse problem,1190,8
2023,Reporting year,National,E92000001,England,Female,18 years and over,2a.1 Identified as having a substance misuse problem,z,z
