time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2023,Reporting year,National,E92000001,England,Age on starting,1 to 4 years,4840,15
2023,Reporting year,National,E92000001,England,Age on starting,10 to 15 years,8910,27
2023,Reporting year,National,E92000001,England,Age on starting,16 years and over,9070,27
2023,Reporting year,National,E92000001,England,Age on starting,5 to 9 years,4730,14
2023,Reporting year,National,E92000001,England,Age on starting,Total children,33000,100
2023,Reporting year,National,E92000001,England,Age on starting,Under 1 year,5450,17
2023,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,18450,56
2023,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,560,2
2023,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,660,2
2023,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,2520,8
2023,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,3370,10
2023,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,600,2
2023,Reporting year,National,E92000001,England,Category of need,N7. Low income,50,k
2023,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,6800,21
2023,Reporting year,National,E92000001,England,Category of need,Total children,33000,100
2023,Reporting year,National,E92000001,England,Ethnicity,1. Total White,19250,58
2023,Reporting year,National,E92000001,England,Ethnicity,1a. White British,17060,52
2023,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,80,k
2023,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,80,k
2023,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,190,1
2023,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,1850,6
2023,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,2920,9
2023,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,920,3
2023,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,370,1
2023,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,510,2
2023,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,1120,3
2023,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,2890,9
2023,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,170,1
2023,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,540,2
2023,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,200,1
2023,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,50,k
2023,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,1930,6
2023,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",3560,11
2023,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,450,1
2023,Reporting year,National,E92000001,England,Ethnicity,4b. African,2440,7
2023,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,670,2
2023,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,3750,11
2023,Reporting year,National,E92000001,England,Ethnicity,5a. Any other ethnic group,3750,11
2023,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,630,2
2023,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,40,k
2023,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,600,2
2023,Reporting year,National,E92000001,England,Ethnicity,Total children,33000,100
2023,Reporting year,National,E92000001,England,Gender,Female,12830,39
2023,Reporting year,National,E92000001,England,Gender,Male,20170,61
2023,Reporting year,National,E92000001,England,Gender,Total children,33000,100
2023,Reporting year,National,E92000001,England,Legal status,Care order,10520,32
2023,Reporting year,National,E92000001,England,Legal status,Detained for child protection,3430,10
2023,Reporting year,National,E92000001,England,Legal status,Placement order granted,10,k
2023,Reporting year,National,E92000001,England,Legal status,Total children,33000,100
2023,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,18540,56
2023,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,490,1
2023,Reporting year,National,E92000001,England,Placement group,1. Total foster placements,18710,57
2023,Reporting year,National,E92000001,England,Placement group,1a. Total foster placements inside council boundary,11990,36
2023,Reporting year,National,E92000001,England,Placement group,1a.1 Total foster placements inside council boundary with relative or friend,4050,12
2023,Reporting year,National,E92000001,England,Placement group,1a.1i With relative or friend who is also approved adopter (FFA) or concurrent planning,10,k
2023,Reporting year,National,E92000001,England,Placement group,1a.1ii With relative or friend not FFA/concurrent planning,4030,12
2023,Reporting year,National,E92000001,England,Placement group,1a.2 Total foster placements inside council boundary with other foster carer,7940,24
2023,Reporting year,National,E92000001,England,Placement group,1a.2i With other carer who is approved adopter (FFA) or concurrent planning,40,k
2023,Reporting year,National,E92000001,England,Placement group,1a.2ii With other foster carer not FFA/concurrent planning,7900,24
2023,Reporting year,National,E92000001,England,Placement group,1b. Total foster placements outside council boundary,6730,20
2023,Reporting year,National,E92000001,England,Placement group,1b.1 Total foster placements outside council boundary with relative or friend,1380,4
2023,Reporting year,National,E92000001,England,Placement group,1b.1i With relative or friend who is approved adopter (FFA) or concurrent planning,c,c
2023,Reporting year,National,E92000001,England,Placement group,1b.1ii With relative or friend not FFA/concurrent planning,1370,4
2023,Reporting year,National,E92000001,England,Placement group,1b.2 Total foster placements outside council boundary with other foster carer,5350,16
2023,Reporting year,National,E92000001,England,Placement group,1b.2i With other foster carer who is also approved adopter (FFA) or concurrent planning,100,k
2023,Reporting year,National,E92000001,England,Placement group,1b.2ii With other foster carer not FFA/concurrent planning,5240,16
2023,Reporting year,National,E92000001,England,Placement group,2. Total placed for adoption,c,c
2023,Reporting year,National,E92000001,England,Placement group,2a. Placed for adoption with consent with current foster carer,c,c
2023,Reporting year,National,E92000001,England,Placement group,2b. Placed for adoption with placement order with current foster carer,0,0
