time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2023,Reporting year,National,E92000001,England,Children for whom the local authority has made the decision that they should be placed for adoption,1. All children for whom the decision has been made that they should be placed for adoption,9320,100
2023,Reporting year,National,E92000001,England,Children for whom the local authority has made the decision that they should be placed for adoption,1a Children for whom the decision was made in the latest year,3510,38
2023,Reporting year,National,E92000001,England,Children for whom the local authority has made the decision that they should be placed for adoption,1b Children for whom the decision was made in a previous year,5810,62
2023,Reporting year,National,E92000001,England,Children who ceased to be looked after during the year,2. Children who were adopted during the year,2940,32
2023,Reporting year,National,E92000001,England,Children who ceased to be looked after during the year,3. Children who ceased to be looked after without being adopted,200,2
2023,Reporting year,National,E92000001,England,Children who ceased to be looked after during the year,3a Children who ceased to be looked after without a reversal of the adoption decision,50,1
2023,Reporting year,National,E92000001,England,Children who ceased to be looked after during the year,3b Children who ceased to be looked after for whom the decision to place for adoption was reversed,150,2
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Aged 1 to 4 years at reversal of adoption decision,300,56
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Aged 10 to 15 years at reversal of adoption decision,10,1
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Aged 16 years and over at reversal of adoption decision,c,c
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Aged 5 to 9 years at reversal of adoption decision,200,38
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Aged Under 1 year at reversal of adoption decision,20,4
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",All children for whom the decision has been reversed,540,100
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Asian or Asian British,10,2
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed","Black, African, Caribbean or Black British",20,4
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Decision ceased because of any other reason,160,29
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Decision ceased because prospective adopters cannot be found,70,12
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Decision ceased because the child’s needs changed subsequent to the decision,160,30
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Decision ceased because the court did not make a placement order,150,28
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",Female,250,46
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",From 1 year to under 2 years duration of decision before reversal,150,27
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",From 2 years to under 3 years duration of decision before reversal,60,12
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",From 3 years and over duration of decision before reversal,40,8
2023,Reporting year,National,E92000001,England,"Children who were either still looked after on 31 March or those who ceased to be looked after, for whom the decision has been reversed",From 6 months to under 1 year duration of decision before reversal,130,25
