time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2023,Reporting year,National,E92000001,England,All children,1. 20 miles or less,58390,70
2023,Reporting year,National,E92000001,England,All children,1.i 20 miles or less inside LA boundary,39910,48
2023,Reporting year,National,E92000001,England,All children,1.ii 20 miles or less outside LA boundary,18490,22
2023,Reporting year,National,E92000001,England,All children,2. over 20 miles,17630,21
2023,Reporting year,National,E92000001,England,All children,2.i Over 20 miles inside LA boundary,3580,4
2023,Reporting year,National,E92000001,England,All children,2.ii Over 20 miles outside LA boundary,14050,17
2023,Reporting year,National,E92000001,England,All children,Distance not Known or not recorded,7810,9
2023,Reporting year,National,E92000001,England,All children,Total,83840,100
2023,Reporting year,National,E92000001,England,Foster placements,1. 20 miles or less,43590,76
2023,Reporting year,National,E92000001,England,Foster placements,1.i 20 miles or less inside LA boundary,29610,52
2023,Reporting year,National,E92000001,England,Foster placements,1.ii 20 miles or less outside LA boundary,13980,25
2023,Reporting year,National,E92000001,England,Foster placements,2. Over 20 miles,10460,18
2023,Reporting year,National,E92000001,England,Foster placements,2.i Over 20 miles inside LA boundary,2670,5
2023,Reporting year,National,E92000001,England,Foster placements,2.ii Over 20 miles outside LA boundary,7780,14
2023,Reporting year,National,E92000001,England,Foster placements,Distance not Known or not recorded,2980,5
2023,Reporting year,National,E92000001,England,Foster placements,Total,57020,100
2023,Reporting year,National,E92000001,England,Living independently,1. 20 miles or less,920,40
2023,Reporting year,National,E92000001,England,Living independently,1.i 20 miles or less inside LA boundary,690,30
2023,Reporting year,National,E92000001,England,Living independently,1.ii 20 miles or less outside LA boundary,230,10
2023,Reporting year,National,E92000001,England,Living independently,2. Over 20 miles,240,10
2023,Reporting year,National,E92000001,England,Living independently,2.i Over 20 miles inside LA boundary,80,4
2023,Reporting year,National,E92000001,England,Living independently,2.ii Over 20 miles outside LA boundary,160,7
2023,Reporting year,National,E92000001,England,Living independently,Distance not Known or not recorded,1150,50
2023,Reporting year,National,E92000001,England,Living independently,Total,2300,100
2023,Reporting year,National,E92000001,England,Other,1. 20 miles or less,1310,59
2023,Reporting year,National,E92000001,England,Other,1.i 20 miles or less inside LA boundary,820,37
2023,Reporting year,National,E92000001,England,Other,1.ii 20 miles or less outside LA boundary,490,22
2023,Reporting year,National,E92000001,England,Other,2. Over 20 miles,890,40
2023,Reporting year,National,E92000001,England,Other,2.i Over 20 miles inside LA boundary,100,5
2023,Reporting year,National,E92000001,England,Other,2.ii Over 20 miles outside LA boundary,780,35
