time_period,time_identifier,geographic_level,country_code,country_name,missing_status,characteristic,number
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,1. Total White,8590
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,1a. White British,7880
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,1b. White Irish,30
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,1c. Traveller of Irish Heritage,40
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,1d. Gypsy Roma,80
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,1e. Any other White background,560
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,2. Total Mixed or Multiple ethnic groups,1380
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,2a. White and Black Caribbean,510
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,2b. White and Black African,170
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,2c. White and Asian,230
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,2d. Any other Mixed background,460
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,3. Total Asian or Asian British,620
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,3a. Indian,40
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,3b. Pakistani,130
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,3c. Bangladeshi,50
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,3d. Chinese,10
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,3e. Any other Asian background,390
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,"4. Total Black, African, Caribbean or Black British",1320
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,4a. Caribbean,310
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,4b. African,730
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,4c. Any other Black background,280
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,5. Total other ethnic group,790
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,6. Total refused or information not yet available,50
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,6a. Refused,10
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,6b. Information not yet obtained,50
2023,Reporting year,National,E92000001,England,Children missing from placement by ethnic origin,Total children who were missing during the year,12740
2023,Reporting year,National,E92000001,England,Children missing from placement by gender,Females,5610
2023,Reporting year,National,E92000001,England,Children missing from placement by gender,Males,7140
2023,Reporting year,National,E92000001,England,Children missing from placement by gender,Total children who were missing during the year,12740
2023,Reporting year,National,E92000001,England,Children missing from placement,All children looked after during the year,114670
2023,Reporting year,National,E92000001,England,Age of children missing from placement,1 to 4 years,30
2023,Reporting year,National,E92000001,England,Age of children missing from placement,10 to 15 years,35810
2023,Reporting year,National,E92000001,England,Age of children missing from placement,16 years and over,45890
2023,Reporting year,National,E92000001,England,Age of children missing from placement,5 to 9 years,150
2023,Reporting year,National,E92000001,England,Age of children missing from placement,Total incidents,81890
2023,Reporting year,National,E92000001,England,Age of children missing from placement,Under 1 year,20
2023,Reporting year,National,E92000001,England,Durations of missing from placement periods,Between 1 and 2 days,46200
2023,Reporting year,National,E92000001,England,Durations of missing from placement periods,Between 11 and 15 days,470
2023,Reporting year,National,E92000001,England,Durations of missing from placement periods,Between 16 and 20 days,190
