time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,number,percentage
2023,Reporting year,National,E92000001,England,Age group,1 to 4 years,11140,13
2023,Reporting year,National,E92000001,England,Age group,10 to 15 years,31870,38
2023,Reporting year,National,E92000001,England,Age group,16 years and over,22080,26
2023,Reporting year,National,E92000001,England,Age group,5 to 9 years,14910,18
2023,Reporting year,National,E92000001,England,Age group,Total children,83840,100
2023,Reporting year,National,E92000001,England,Age group,Under 1 year,3840,5
2023,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,54810,65
2023,Reporting year,National,E92000001,England,Category of need,N2. Child's disability,1920,2
2023,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,2090,2
2023,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,6160,7
2023,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,10570,13
2023,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,900,1
2023,Reporting year,National,E92000001,England,Category of need,N7. Low income,100,k
2023,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,7290,9
2023,Reporting year,National,E92000001,England,Category of need,Total children,83840,100
2023,Reporting year,National,E92000001,England,Ethnicity,1. Total White,59780,71
2023,Reporting year,National,E92000001,England,Ethnicity,1a. White British,55500,66
2023,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,190,k
2023,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,180,k
2023,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,600,1
2023,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,3310,4
2023,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,8800,10
2023,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,2880,3
2023,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,1020,1
2023,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,1820,2
2023,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,3080,4
2023,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,4460,5
2023,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,340,k
2023,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,1080,1
2023,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,420,k
2023,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,100,k
2023,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,2530,3
