time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,characteristic,number,percentage
2022,Reporting year,National,E92000001,England,,,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,6470,89
2022,Reporting year,National,E92000001,England,,,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,7270,100
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,490,95
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,510,100
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,1340,86
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,1560,100
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,920,94
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,980,100
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,550,92
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,600,100
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,1230,86
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,1440,100
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,430,93
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,460,100
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,550,90
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,610,100
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,640,95
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,670,100
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,320,72
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,440,100
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,260,98
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,260,100
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,290,83
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,350,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,27,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,27,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,33,70
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,47,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,28,97
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,29,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,58,98
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,59,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,28,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,28,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,91,99
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,92,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,26,81
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,Northumberland,E06000057,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,32,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,67,99
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,Newcastle upon Tyne,E08000021,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,68,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,29,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,29,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,25,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,25,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,39,93
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,42,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,35,100
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,35,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,32,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,32,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,29,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,29,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,47,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,47,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,79,93
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,85,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,48,94
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,51,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,50,98
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,Cheshire West and Chester,E06000050,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,51,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,50,98
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,Bolton,E08000001,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,51,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,50,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,Bury,E08000002,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,50,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,124,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,Manchester,E08000003,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,124,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,45,83
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,Oldham,E08000004,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,54,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,56,97
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,Rochdale,E08000005,Development assessments: Children looked after ages 0 to 4 years,Total ages 0 to 4 years,58,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,Salford,E08000006,Development assessments: Children looked after ages 0 to 4 years,Development assessments up to date,59,94
